order_id,customer_id,outlet_id,order_placed,order_confirmed,prep_started,prep_finished,served_time,status,num_items,total_price_lkr,payment_method,item_id,quantity,price_lkr_x,name_x,contact_no,gender,age,join_date,loyalty_group,estimated_total_spent_lkr,name_y,borough,capacity,opened,name,category,price_lkr_y,is_vegetarian,spice_level
O1028,C073,OUT02,2025-01-01T19:52:00,2025-01-01T19:53:32,2025-01-01T19:54:40,2025-01-01T20:17:40,2025-01-01T20:20:40,Completed,2,2956,Card,M018,1,1130,Customer_73,74305700,F,43,2023-06-17,Regular,13344,City Square - Colombo,Colombo,120,2018-11-01,Dish 18 (Fast Food),Fast Food,1130,True,Mild
O1029,C058,OUT03,2025-01-01T16:29:59,2025-01-01T16:31:41,2025-01-01T16:32:35,2025-01-01T16:47:35,2025-01-01T16:57:35,Completed,2,1462,Online,M006,1,620,Customer_58,73484601,F,24,2023-01-14,Occasional,11303,Hillside - Kandy,Kandy,60,2020-02-15,Dish 6 (Main Course),Main Course,620,True,Mild
O1029,C058,OUT03,2025-01-01T16:29:59,2025-01-01T16:31:41,2025-01-01T16:32:35,2025-01-01T16:47:35,2025-01-01T16:57:35,Completed,2,1462,Online,M020,1,810,Customer_58,73484601,F,24,2023-01-14,Occasional,11303,Hillside - Kandy,Kandy,60,2020-02-15,Dish 20 (Fast Food),Fast Food,810,True,Medium
O1030,C051,OUT03,2025-01-01T20:45:58,2025-01-01T20:47:55,2025-01-01T20:49:14,2025-01-01T21:01:14,2025-01-01T21:09:14,Completed,4,3736,Cash,M024,1,910,Customer_51,74533779,Other,37,2022-06-09,Occasional,6801,Hillside - Kandy,Kandy,60,2020-02-15,Dish 24 (Beverage),Beverage,910,True,Hot
O1030,C051,OUT03,2025-01-01T20:45:58,2025-01-01T20:47:55,2025-01-01T20:49:14,2025-01-01T21:01:14,2025-01-01T21:09:14,Completed,4,3736,Cash,M025,1,1040,Customer_51,74533779,Other,37,2022-06-09,Occasional,6801,Hillside - Kandy,Kandy,60,2020-02-15,Dish 25 (Fast Food),Fast Food,1040,True,Mild
O1030,C051,OUT03,2025-01-01T20:45:58,2025-01-01T20:47:55,2025-01-01T20:49:14,2025-01-01T21:01:14,2025-01-01T21:09:14,Completed,4,3736,Cash,M028,1,1120,Customer_51,74533779,Other,37,2022-06-09,Occasional,6801,Hillside - Kandy,Kandy,60,2020-02-15,Dish 28 (Beverage),Beverage,1120,True,Mild
O1030,C051,OUT03,2025-01-01T20:45:58,2025-01-01T20:47:55,2025-01-01T20:49:14,2025-01-01T21:01:14,2025-01-01T21:09:14,Completed,4,3736,Cash,M006,1,620,Customer_51,74533779,Other,37,2022-06-09,Occasional,6801,Hillside - Kandy,Kandy,60,2020-02-15,Dish 6 (Main Course),Main Course,620,True,Mild
O1031,C055,OUT03,2025-01-01T12:55:54,2025-01-01T12:58:06,2025-01-01T12:58:48,2025-01-01T13:22:48,2025-01-01T13:30:48,Cancelled,1,672,Online,M014,1,700,Customer_55,73710895,Other,44,2023-10-15,Regular,13286,Hillside - Kandy,Kandy,60,2020-02-15,Dish 14 (Beverage),Beverage,700,False,Mild
O1032,C046,OUT03,2025-01-01T14:21:39,2025-01-01T14:23:40,2025-01-01T14:25:33,2025-01-01T14:35:33,2025-01-01T14:41:33,Completed,2,1717,Online,M007,1,480,Customer_46,72229110,Other,29,2023-07-31,Regular,20393,Hillside - Kandy,Kandy,60,2020-02-15,Dish 7 (Starter),Starter,480,True,Hot
O1032,C046,OUT03,2025-01-01T14:21:39,2025-01-01T14:23:40,2025-01-01T14:25:33,2025-01-01T14:35:33,2025-01-01T14:41:33,Completed,2,1717,Online,M004,1,1240,Customer_46,72229110,Other,29,2023-07-31,Regular,20393,Hillside - Kandy,Kandy,60,2020-02-15,Dish 4 (Starter),Starter,1240,True,Hot
O1033,C005,OUT03,2025-01-01T20:55:34,2025-01-01T20:56:03,2025-01-01T20:57:52,2025-01-01T21:07:52,2025-01-01T21:11:52,Completed,4,3789,Online,M005,1,620,Customer_5,71790481,M,25,2023-05-21,Returning,2441,Hillside - Kandy,Kandy,60,2020-02-15,Dish 5 (Dessert),Dessert,620,True,Mild
O1033,C005,OUT03,2025-01-01T20:55:34,2025-01-01T20:56:03,2025-01-01T20:57:52,2025-01-01T21:07:52,2025-01-01T21:11:52,Completed,4,3789,Online,M002,1,1730,Customer_5,71790481,M,25,2023-05-21,Returning,2441,Hillside - Kandy,Kandy,60,2020-02-15,Dish 2 (Beverage),Beverage,1730,True,Mild
O1033,C005,OUT03,2025-01-01T20:55:34,2025-01-01T20:56:03,2025-01-01T20:57:52,2025-01-01T21:07:52,2025-01-01T21:11:52,Completed,4,3789,Online,M007,1,480,Customer_5,71790481,M,25,2023-05-21,Returning,2441,Hillside - Kandy,Kandy,60,2020-02-15,Dish 7 (Starter),Starter,480,True,Hot
O1033,C005,OUT03,2025-01-01T20:55:34,2025-01-01T20:56:03,2025-01-01T20:57:52,2025-01-01T21:07:52,2025-01-01T21:11:52,Completed,4,3789,Online,M023,1,810,Customer_5,71790481,M,25,2023-05-21,Returning,2441,Hillside - Kandy,Kandy,60,2020-02-15,Dish 23 (Beverage),Beverage,810,True,Hot
O1034,C068,OUT03,2025-01-01T16:06:48,2025-01-01T16:07:33,2025-01-01T16:08:59,2025-01-01T16:21:59,2025-01-01T16:26:59,Completed,3,3748,Cash,M015,1,650,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,Hillside - Kandy,Kandy,60,2020-02-15,Dish 15 (Dessert),Dessert,650,True,Medium
O1034,C068,OUT03,2025-01-01T16:06:48,2025-01-01T16:07:33,2025-01-01T16:08:59,2025-01-01T16:21:59,2025-01-01T16:26:59,Completed,3,3748,Cash,M021,1,1260,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,Hillside - Kandy,Kandy,60,2020-02-15,Dish 21 (Beverage),Beverage,1260,False,Hot
O1034,C068,OUT03,2025-01-01T16:06:48,2025-01-01T16:07:33,2025-01-01T16:08:59,2025-01-01T16:21:59,2025-01-01T16:26:59,Completed,3,3748,Cash,M008,1,1610,Customer_68,79996207,F,17,2023-06-06,Occasional,6107,Hillside - Kandy,Kandy,60,2020-02-15,Dish 8 (Fast Food),Fast Food,1610,False,Mild
O1035,C055,OUT03,2025-01-01T19:27:09,2025-01-01T19:28:31,2025-01-01T19:30:08,2025-01-01T19:51:08,2025-01-01T20:01:08,Completed,1,1467,Cash,M026,1,1500,Customer_55,73710895,Other,44,2023-10-15,Regular,13286,Hillside - Kandy,Kandy,60,2020-02-15,Dish 26 (Dessert),Dessert,1500,False,Medium
O1036,C024,OUT01,2025-01-02T16:39:43,2025-01-02T16:41:04,2025-01-02T16:42:37,2025-01-02T16:54:37,2025-01-02T16:58:37,Completed,1,1469,Card,M010,1,1390,Customer_24,71527021,F,20,2022-08-23,Returning,2321,Ocean View - Galle,Galle,80,2019-05-10,Dish 10 (Fast Food),Fast Food,1390,False,Medium
O1037,C040,OUT01,2025-01-02T20:57:18,2025-01-02T20:59:57,2025-01-02T21:00:47,2025-01-02T21:10:47,2025-01-02T21:18:47,Completed,1,499,Online,M007,1,480,Customer_40,74117625,M,54,2024-09-10,Occasional,12388,Ocean View - Galle,Galle,80,2019-05-10,Dish 7 (Starter),Starter,480,True,Hot
O1038,C090,OUT01,2025-01-02T21:16:29,2025-01-02T21:18:06,2025-01-02T21:19:01,2025-01-02T21:39:01,2025-01-02T21:47:01,Completed,2,1375,Card,M027,1,680,Customer_90,76323376,F,55,2023-04-21,Occasional,10301,Ocean View - Galle,Galle,80,2019-05-10,Dish 27 (Starter),Starter,680,True,Hot
O1038,C090,OUT01,2025-01-02T21:16:29,2025-01-02T21:18:06,2025-01-02T21:19:01,2025-01-02T21:39:01,2025-01-02T21:47:01,Completed,2,1375,Card,M014,1,700,Customer_90,76323376,F,55,2023-04-21,Occasional,10301,Ocean View - Galle,Galle,80,2019-05-10,Dish 14 (Beverage),Beverage,700,False,Mild
